id,name,is_company,street,city,country_id/id,phone,email,supplier_rank,customer_rank,comment
somgreen.partner_cust_bares_bakaaro_mursal,BARES BAKAARO MURSAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bares_bakaro_kaxda_3,BARES BAKARO KAXDA 3,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bares_bakaro_mahamed_abdi,BARES BAKARO MAHAMED ABDI,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barkaad_shop_1,BARKAAD SHOP 1,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barkaat_shop_2,BARKAAT SHOP 2,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barkaat_shop_3,BARKAAT SHOP 3,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barkhadle_shop,BARKHADLE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barwaaqo_shop_balcad,BARWAAQO SHOP BALCAD,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_barwaaqo_super_market,BARWAAQO SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bashiir_liido,BASHIIR LIIDO,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_beder,BEDER,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_beec_bakaaro_shop,BEEC BAKAARO SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_beec_bakaro_d_madow,BEEC BAKARO D.MADOW,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bilal_super_market,BILAL SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bilkheyr_shop,BILKHEYR SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_binti_xiirey,BINTI XIIREY,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_binu_ali_shop,BINU ALI SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bismilah_subermarket,BISMILAH SUBERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_brees_bakaaro_kaxda_2,BREES BAKAARO KAXDA 2,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_bulsho_kaab_supermarket,BULSHO KAAB SUPERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_buutaa,BUUTAA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_c_casiis_shop,C/CASIIS SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_c_laahi_dheere,C/LAAHI DHEERE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_c_raxmaan_shiikhaal,C/RAXMAAN SHIIKHAAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_cabdi_yare_shop,CABDI YARE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_canab_abdullahi,CANAB ABDULLAHI,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_cash_sales,CASH SALES,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_caydiid_baladweyne,CAYDIID BALADWEYNE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ceelbuur_shop,CEELBUUR SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ciil_tire_shop,CIIL TIRE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ciribey_genral_tr,CIRIBEY GENRAL TR,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_cismaan_yare_super_market,CISMAAN YARE SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_city_supermarket,CITY SUPERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_city_supermarket_3,CITY SUPERMARKET 3,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_cumar_shop,CUMAR SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daadir_mohamed,DAADIR MOHAMED,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daahir_yare_shop,DAAHIR YARE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daris_uroone_shop,DARIS UROONE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daris_uroone_super_hurwa,DARIS UROONE SUPER HURWA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daris_uroone_suqa_jayga,DARIS UROONE SUQA JAYGA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_daris_urron_shop_axmed,DARIS URRON SHOP AXMED,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dayax_super_market_ali_goley,DAYAX SUPER MARKET ALI GOLEY,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_deris_uroone_c_casiis,DERIS UROONE C/CASIIS,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dhacdhocw_shop,DHACDHOCW SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dhaga_cade,DHAGA CADE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dheelitire_super_market,DHEELITIRE SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_diirshe_shop,DIIRSHE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ducaale_shop,DUCAALE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ducawaalid_shop,DUCAWAALID SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ducaysane,DUCAYSANE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dukaan_weynaha_musaley,DUKAAN WEYNAHA MUSALEY,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_dukaanka_cunada,DUKAANKA CUNADA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_faradar_shop,FARADAR SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_farxiyo_macalin,FARXIYO MACALIN,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_feera_yare,FEERA YARE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ftatax,FTATAX,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_furaat_shop,FURAAT SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_gacal_shop,GACAL SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_geedi_shop_liido,GEEDI SHOP LIIDO,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_goomey_general,GOOMEY GENERAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_gurbi_luuq,GURBI LUUQ,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_gureey_shaaciye,GUREEY SHAACIYE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_guure_shop,GUURE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_hassan_shop,HASSAN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_hilaac_shop_jungal,HILAAC SHOP JUNGAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_horey_usoco,HOREY USOCO,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ibraahim_saalda,IBRAAHIM SAALDA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_ileeyka,ILEEYKA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_isfahan_cosmatics,ISFAHAN COSMATICS,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_iskaashi_super_market,ISKAASHI SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_juba_super_market,JUBA SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kaafiye_super_market,KAAFIYE SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kaahiye_shop,KAAHIYE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kaaho_shop,KAAHO SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kaamil_shop,KAAMIL SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kaash_supermarket,KAASH SUPERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kabable_shop,KABABLE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kalkaal_c6_casiis,KALKAAL C6/CASIIS,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kalkaal_shop,KALKAAL SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_karaama_shop,KARAAMA SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_karar_shop,KARAR SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kashow_super_market,KASHOW SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_khaliif_bulshawi_shop,KHALIIF BULSHAWI SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kheyr_qabe_super_market,KHEYR QABE SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kheyrkhabe_shpo_xmar_bile,KHEYRKHABE SHPO XMAR BILE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_kulmiye_shop,KULMIYE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_liibaanta_qoryoley,LIIBAANTA QORYOLEY,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_macalin_cali_shop,MACALIN CALI SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_macqul_supermarket,MACQUL SUPERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_mahad_aale,MAHAD AALE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_mahad_alle_shop,MAHAD ALLE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_maryan_shop,MARYAN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_maxamed_deris,MAXAMED DERIS,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_maxamed_dheere,MAXAMED DHEERE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_maxamed_sahal,MAXAMED SAHAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_meyraale_shop,MEYRAALE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_miineey_shop,MIINEEY SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_mukhtaar_salaad_bokool,MUKHTAAR SALAAD BOKOOL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_nasri_shop_galx,NASRI SHOP GALX,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_nimcaan_shop,NIMCAAN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_nuur_abdi_kulane,NUUR ABDI KULANE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_nuur_cumar_geedi,NUUR CUMAR GEEDI,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_oaywaa_shop,OAYWAA SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_qalinle_shop,QALINLE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_qanciye_shop,QANCIYE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_qanciye_super_market,QANCIYE SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_qoodow_super_market,QOODOW SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_qudus_shop,QUDUS SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_rayaan_shop,RAYAAN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_rooble_shop,ROOBLE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_saacid_group,SAACID GROUP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_safa_shop,SAFA SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_sahal_super_market,SAHAL SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_sahal_super_market_towfiiq,SAHAL SUPER MARKET TOWFIIQ,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_shaani_supermarket,SHAANI SUPERMARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_shuraako_celasha,SHURAAKO CELASHA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_shuuriye_shop,SHUURIYE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_siidow_shop,SIIDOW SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_sweat_shop,SWEAT SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_tawakal_celasha,TAWAKAL CELASHA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_tawakal_shop,TAWAKAL SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_tawakal_shop_juungal,TAWAKAL SHOP JUUNGAL,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_tawakal_super_market_gubta,TAWAKAL SUPER MARKET GUBTA,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_wallalaha_super_market,WALLALAHA SUPER MARKET,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_warhagalin_shop,WARHAGALIN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_waye_arag_shop,WAYE ARAG SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xaawo_cumar,XAAWO CUMAR,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xaji_mumin_shop,XAJI MUMIN SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xaliimo_sheekh_deris,XALIIMO SHEEKH DERIS,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xasan_macalin_daqare,XASAN MACALIN DAQARE,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xiinfinin_business_center,XIINFININ BUSINESS CENTER,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xirdi_shop,XIRDI SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_xushi_abdirahmaan,XUSHI ABDIRAHMAAN,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_yaxye_shop,YAXYE SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_zahra_shop,ZAHRA SHOP,1,,Mogadishu,base.so,,,0,1,
somgreen.partner_cust_zakariye_deris,ZAKARIYE DERIS,1,,Mogadishu,base.so,,,0,1,
